Country,State ,City,Station,Last_Update,Latitude,Longitude,Pollutant_ID,Pollutant_Min,Pollutant_Max,Pollutant_Avg,Pollution Range,Pollution Category
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",05-02-2026 14:00,23.685297,86.945968,SO2,16,57,26,41,Good
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",05-02-2026 14:00,23.685297,86.945968,CO,18,64,36,46,Good
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",05-02-2026 14:00,23.697936,86.944395,SO2,4,9,6,5,Good
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",05-02-2026 14:00,23.618183,87.105718,CO,44,111,83,67,Moderate
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",05-02-2026 14:00,25.3505986,82.9083074,SO2,11,11,11,0,Good
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",05-02-2026 14:00,25.301778,82.996789,OZONE,3,6,3,3,Good
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",05-02-2026 14:00,29.4723508,77.7194031,SO2,6,20,12,14,Good
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",05-02-2026 14:00,28.5447608,77.3231257,SO2,1,17,10,16,Good
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",05-02-2026 14:00,22.7605581,88.3617589,SO2,9,13,11,4,Good
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",05-02-2026 14:00,23.567923,87.306843,PM10,34,123,76,89,Moderate
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",05-02-2026 14:00,23.567923,87.306843,NO2,10,72,36,62,Good
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",05-02-2026 14:00,23.567923,87.306843,NH3,2,3,3,1,Good
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",05-02-2026 14:00,23.567923,87.306843,OZONE,2,45,28,43,Good
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",05-02-2026 14:00,23.508764,87.35444,PM10,42,122,76,80,Moderate
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",05-02-2026 14:00,23.549395,87.300496,PM2.5,42,172,91,130,Moderate
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",05-02-2026 14:00,22.06047,88.109737,PM10,58,190,107,132,Poor
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",05-02-2026 14:00,22.06047,88.109737,CO,21,96,38,75,Good
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",05-02-2026 14:00,22.629801,88.352017,NH3,7,15,10,8,Good
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",05-02-2026 14:00,22.629801,88.352017,OZONE,14,40,30,26,Good
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",05-02-2026 14:00,22.554954,88.292568,PM2.5,28,303,117,275,Poor
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",05-02-2026 14:00,22.6025571,88.3105664,PM10,40,140,94,100,Moderate
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",05-02-2026 14:00,22.611968,88.347422,SO2,12,17,14,5,Good
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",05-02-2026 14:00,22.5687319,88.2797276,CO,25,126,49,101,Good
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",05-02-2026 14:00,22.5367507,88.3638022,OZONE,4,34,18,30,Good
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",05-02-2026 14:00,22.58157048,88.41002457,NO2,13,32,17,19,Good
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",05-02-2026 14:00,22.58157048,88.41002457,CO,15,116,30,101,Good
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",05-02-2026 14:00,22.55664,88.342674,SO2,5,15,10,10,Good
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",05-02-2026 14:00,22.55664,88.342674,CO,16,109,26,93,Good
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",05-02-2026 14:00,22.49929,88.36917,PM10,65,281,164,216,Poor
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",05-02-2026 14:00,22.49929,88.36917,NH3,5,17,11,12,Good
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",05-02-2026 14:00,22.627847,88.380669,NO2,41,260,135,219,Poor
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",05-02-2026 14:00,22.627847,88.380669,CO,40,134,51,94,Moderate
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",05-02-2026 14:00,22.5448082,88.3403691,NO2,33,47,41,14,Good
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",05-02-2026 14:00,26.6879226,88.4152495,PM10,90,137,114,47,Poor
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",05-02-2026 14:00,26.6879226,88.4152495,NH3,10,10,10,0,Good
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",05-02-2026 14:00,26.6879226,88.4152495,CO,39,64,53,25,Moderate
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",05-02-2026 14:00,26.6879226,88.4152495,OZONE,37,105,76,68,Moderate
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",05-02-2026 14:00,16.554731,80.64911,CO,24,38,26,14,Good
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",05-02-2026 14:00,16.554731,80.64911,OZONE,16,22,16,6,Good
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",05-02-2026 14:00,17.72,83.3,PM2.5,114,279,173,165,Poor
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",05-02-2026 14:00,27.103358,93.679645,NO2,7,7,7,0,Good
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",05-02-2026 14:00,16.9872867,81.7363176,CO,32,51,40,19,Good
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",05-02-2026 14:00,16.9872867,81.7363176,OZONE,18,47,28,29,Good
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",05-02-2026 14:00,13.67,79.35,NO2,13,32,20,19,Good
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",05-02-2026 14:00,13.67,79.35,CO,8,86,39,78,Good
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",05-02-2026 14:00,13.67,79.35,OZONE,30,63,34,33,Good
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",05-02-2026 14:00,26.10887,91.589544,OZONE,9,14,13,5,Good
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",05-02-2026 14:00,26.1875,91.744194,OZONE,13,18,15,5,Good
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",05-02-2026 14:00,26.181742,91.78063,SO2,23,26,25,3,Good
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",05-02-2026 14:00,26.349082,92.68449,OZONE,7,9,9,2,Good
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",05-02-2026 14:00,26.446912,91.439057,PM10,NA,NA,NA,0,Severe
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",05-02-2026 14:00,16.486692,80.699436,SO2,NA,NA,NA,0,Severe
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",05-02-2026 14:00,16.509717,80.612222,PM10,48,287,75,239,Moderate
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",05-02-2026 14:00,14.465052,78.824187,NH3,4,5,4,1,Good
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",05-02-2026 14:00,14.465052,78.824187,CO,24,36,31,12,Good
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",05-02-2026 14:00,14.465052,78.824187,PM2.5,60,120,89,60,Moderate
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",05-02-2026 14:00,14.465052,78.824187,PM10,57,103,82,46,Moderate
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",05-02-2026 14:00,16.536107,80.594233,SO2,12,19,17,7,Good
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",05-02-2026 14:00,16.536107,80.594233,OZONE,11,25,18,14,Good
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",05-02-2026 14:00,14.675886,77.593027,NO2,14,23,16,9,Good
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",05-02-2026 14:00,14.675886,77.593027,OZONE,10,17,12,7,Good
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",05-02-2026 14:00,14.675886,77.593027,PM2.5,43,98,84,55,Moderate
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",05-02-2026 14:00,25.265194,87.012947,NO2,7,9,7,2,Good
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",05-02-2026 14:00,25.265194,87.012947,NH3,9,11,10,2,Good
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",05-02-2026 14:00,25.265194,87.012947,SO2,44,54,48,10,Good
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",05-02-2026 14:00,25.204762,85.51496,PM2.5,25,90,62,65,Moderate
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",05-02-2026 14:00,25.56752,83.966379,SO2,6,40,30,34,Good
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",05-02-2026 14:00,25.7808257,84.7446768,SO2,25,30,28,5,Good
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",05-02-2026 14:00,25.7808257,84.7446768,CO,38,63,50,25,Good
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",05-02-2026 14:00,24.75746,84.366208,CO,71,104,98,33,Moderate
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",05-02-2026 14:00,25.42742023,86.13886079,PM2.5,28,78,45,50,Good
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",05-02-2026 14:00,25.42742023,86.13886079,OZONE,27,84,42,57,Good
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",05-02-2026 14:00,25.251013,86.989001,PM10,41,77,54,36,Moderate
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",05-02-2026 14:00,25.251013,86.989001,NO2,7,13,9,6,Good
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",05-02-2026 14:00,25.251013,86.989001,NH3,1,1,1,0,Good
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",05-02-2026 14:00,26.63086,84.90051,PM2.5,18,187,72,169,Moderate
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",05-02-2026 14:00,26.63086,84.90051,NO2,7,10,8,3,Good
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",05-02-2026 14:00,26.63086,84.90051,NH3,3,3,3,0,Good
India,Bihar,Munger,"Town Hall, Munger - BSPCB",05-02-2026 14:00,25.376776,86.471523,PM10,39,109,56,70,Moderate
India,Bihar,Munger,"Town Hall, Munger - BSPCB",05-02-2026 14:00,25.376776,86.471523,CO,30,60,49,30,Good
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",05-02-2026 14:00,26.11442,85.39813,CO,28,58,44,30,Good
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",05-02-2026 14:00,26.987634,94.636574,SO2,11,15,13,4,Good
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",05-02-2026 14:00,26.146529,87.454184,PM2.5,35,120,64,85,Moderate
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",05-02-2026 14:00,26.146529,87.454184,SO2,17,44,32,27,Good
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",05-02-2026 14:00,24.75746,84.366208,SO2,6,15,10,9,Good
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",05-02-2026 14:00,24.792403,84.992416,CO,1,35,20,34,Good
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",05-02-2026 14:00,24.792403,84.992416,OZONE,17,31,23,14,Good
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",05-02-2026 14:00,24.762518,84.982348,CO,7,60,38,53,Good
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",05-02-2026 14:00,25.697189,85.2459,PM10,103,176,123,73,Poor
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",05-02-2026 14:00,25.697189,85.2459,NH3,13,15,13,2,Good
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",05-02-2026 14:00,25.697189,85.2459,CO,32,114,70,82,Moderate
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",05-02-2026 14:00,25.560083,87.553265,NO2,9,10,9,1,Good
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",05-02-2026 14:00,26.0881305,87.93840336,PM10,27,181,45,154,Good
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",05-02-2026 14:00,27.308328,84.531742,SO2,16,17,16,1,Good
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",05-02-2026 14:00,25.586562,85.043586,SO2,NA,NA,NA,0,Severe
India,Bihar,Patna,"Samanpura, Patna - BSPCB",05-02-2026 14:00,25.596727,85.085624,CO,11,52,26,41,Good
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",05-02-2026 14:00,25.366336,87.117468,NO2,4,6,6,2,Good
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",05-02-2026 14:00,25.0328,85.41948,PM10,4,90,48,86,Good
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",05-02-2026 14:00,25.0328,85.41948,SO2,16,24,20,8,Good
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",05-02-2026 14:00,25.0328,85.41948,OZONE,31,34,32,3,Good
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",05-02-2026 14:00,25.892357,86.590325,PM10,68,101,88,33,Moderate
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",05-02-2026 14:00,21.224231,81.40835,PM10,41,87,63,46,Moderate
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",05-02-2026 14:00,21.224231,81.40835,NH3,4,7,5,3,Good
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",05-02-2026 14:00,21.224231,81.40835,CO,15,64,45,49,Good
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",05-02-2026 14:00,21.224231,81.40835,OZONE,5,17,9,12,Good
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",05-02-2026 14:00,25.892357,86.590325,CO,19,44,41,25,Good
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",05-02-2026 14:00,24.952822,84.002396,NO2,2,3,2,1,Good
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",05-02-2026 14:00,24.952822,84.002396,SO2,3,5,4,2,Good
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",05-02-2026 14:00,26.2271665,84.3570427,NH3,1,1,1,0,Good
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",05-02-2026 14:00,30.735567,76.775714,NO2,26,70,42,44,Good
India,Bihar,Patna,"Muradpur, Patna - BSPCB",05-02-2026 14:00,25.619651,85.147382,OZONE,5,15,10,10,Good
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",05-02-2026 14:00,25.599486,85.113666,SO2,6,7,6,1,Good
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",05-02-2026 14:00,21.194815,81.31477,PM10,51,107,79,56,Moderate
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",05-02-2026 14:00,21.194815,81.31477,NH3,7,13,8,6,Good
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",05-02-2026 14:00,22.118125,83.140608,PM2.5,58,94,75,36,Moderate
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",05-02-2026 14:00,30.751462,76.762879,OZONE,1,45,16,44,Good
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",05-02-2026 14:00,21.194815,81.31477,SO2,5,9,6,4,Good
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",05-02-2026 14:00,28.656756,77.227234,OZONE,6,131,60,125,Moderate
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",05-02-2026 14:00,28.498571,77.26484,PM2.5,103,366,280,263,Very Poor
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",05-02-2026 14:00,28.498571,77.26484,SO2,8,17,11,9,Good
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-02-2026 14:00,28.5710274,77.0719006,NH3,15,31,25,16,Good
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-02-2026 14:00,28.5710274,77.0719006,CO,2,102,20,100,Good
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",05-02-2026 14:00,28.5627763,77.1180053,NO2,44,95,70,51,Moderate
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",05-02-2026 14:00,28.5627763,77.1180053,OZONE,6,57,26,51,Good
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-02-2026 14:00,28.6811736,77.3025234,PM2.5,126,264,189,138,Poor
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-02-2026 14:00,28.6811736,77.3025234,PM10,132,161,151,29,Poor
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",05-02-2026 14:00,28.611281,77.237738,PM10,107,238,167,131,Poor
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",05-02-2026 14:00,28.611281,77.237738,CO,47,109,68,62,Moderate
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",05-02-2026 14:00,28.636429,77.201067,NO2,55,99,75,44,Moderate
India,Delhi,Delhi,"Mundka, Delhi - DPCC",05-02-2026 14:00,28.684678,77.076574,SO2,NA,NA,NA,0,Severe
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",05-02-2026 14:00,28.60909,77.0325413,PM10,122,192,157,70,Poor
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",05-02-2026 14:00,28.60909,77.0325413,NO2,53,72,62,19,Moderate
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",05-02-2026 14:00,28.60909,77.0325413,SO2,10,22,15,12,Good
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",05-02-2026 14:00,28.570173,76.933762,PM10,66,168,114,102,Poor
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",05-02-2026 14:00,28.570173,76.933762,NO2,28,122,83,94,Moderate
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",05-02-2026 14:00,22.118125,83.140608,NO2,6,20,11,14,Good
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",05-02-2026 14:00,22.118125,83.140608,CO,26,56,35,30,Good
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",05-02-2026 14:00,22.118125,83.140608,OZONE,4,87,38,83,Good
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",05-02-2026 14:00,22.368195,82.746431,NH3,NA,NA,NA,0,Severe
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",05-02-2026 14:00,22.368195,82.746431,CO,19,32,27,13,Good
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",05-02-2026 14:00,22.348441,82.549611,NO2,20,25,22,5,Good
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",05-02-2026 14:00,22.348441,82.549611,OZONE,12,26,26,14,Good
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",05-02-2026 14:00,22.12665,83.483212,NH3,2,2,2,0,Good
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",05-02-2026 14:00,22.12665,83.483212,SO2,1,94,26,93,Good
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",05-02-2026 14:00,22.1910172,83.5197009,OZONE,1,120,53,119,Moderate
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",05-02-2026 14:00,21.258815,81.578979,PM2.5,28,92,65,64,Moderate
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",05-02-2026 14:00,21.258815,81.578979,NH3,4,4,4,0,Good
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",05-02-2026 14:00,21.258815,81.578979,SO2,4,31,7,27,Good
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",05-02-2026 14:00,21.219665,81.630094,PM10,44,123,84,79,Moderate
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",05-02-2026 14:00,21.219665,81.630094,OZONE,2,13,4,11,Good
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",05-02-2026 14:00,21.371751,81.664929,NH3,2,2,2,0,Good
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",05-02-2026 14:00,21.371751,81.664929,SO2,3,22,6,19,Good
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",05-02-2026 14:00,28.570173,76.933762,SO2,NA,NA,NA,0,Severe
India,Delhi,Delhi,"Narela, Delhi - DPCC",05-02-2026 14:00,28.822836,77.101981,PM10,123,262,172,139,Poor
India,Delhi,Delhi,"Narela, Delhi - DPCC",05-02-2026 14:00,28.822836,77.101981,CO,14,68,48,54,Good
India,Delhi,Delhi,"Narela, Delhi - DPCC",05-02-2026 14:00,28.822836,77.101981,OZONE,15,93,49,78,Good
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",05-02-2026 14:00,28.6573814,77.1585447,NO2,46,118,74,72,Moderate
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",05-02-2026 14:00,28.6573814,77.1585447,CO,13,102,33,89,Good
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",05-02-2026 14:00,28.623763,77.287209,NO2,29,134,80,105,Moderate
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",05-02-2026 14:00,21.371751,81.664929,OZONE,3,8,4,5,Good
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",05-02-2026 14:00,28.647622,77.315809,PM2.5,52,378,292,326,Very Poor
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",05-02-2026 14:00,28.647622,77.315809,NH3,4,8,6,4,Good
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",05-02-2026 14:00,28.695381,77.181665,PM2.5,177,348,293,171,Very Poor
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",05-02-2026 14:00,28.695381,77.181665,OZONE,8,99,60,91,Moderate
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",05-02-2026 14:00,28.4706914,77.1099364,PM10,108,206,150,98,Poor
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-02-2026 14:00,28.6811736,77.3025234,SO2,4,40,13,36,Good
India,Delhi,Delhi,"ITO, Delhi - CPCB",05-02-2026 14:00,28.628624,77.24106,PM10,93,190,144,97,Poor
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",05-02-2026 14:00,28.5512005,77.2735737,CO,50,98,58,48,Moderate
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",05-02-2026 14:00,28.656756,77.227234,NO2,16,47,29,31,Good
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",05-02-2026 14:00,22.320153,73.216285,PM10,83,125,107,42,Poor
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",05-02-2026 14:00,22.320153,73.216285,NO2,10,14,12,4,Good
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",05-02-2026 14:00,22.969611,72.6435,PM2.5,88,211,131,123,Poor
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",05-02-2026 14:00,22.969611,72.6435,PM10,78,156,117,78,Poor
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",05-02-2026 14:00,22.969611,72.6435,NH3,3,10,8,7,Good
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",05-02-2026 14:00,22.969611,72.6435,SO2,61,67,63,6,Moderate
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",05-02-2026 14:00,30.379589,76.778328,PM2.5,43,92,74,49,Moderate
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",05-02-2026 14:00,30.379589,76.778328,OZONE,10,17,13,7,Good
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",05-02-2026 14:00,28.6701,76.9254,NO2,12,13,13,1,Good
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",05-02-2026 14:00,28.6701,76.9254,NH3,12,13,13,1,Good
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",05-02-2026 14:00,23.076793,72.627874,NO2,14,47,29,33,Good
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",05-02-2026 14:00,21.613267,73.010555,NO2,14,19,18,5,Good
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",05-02-2026 14:00,21.613267,73.010555,NH3,5,7,7,2,Good
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",05-02-2026 14:00,21.613267,73.010555,CO,42,94,78,52,Moderate
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",05-02-2026 14:00,21.755417,72.139056,NO2,84,99,90,15,Moderate
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",05-02-2026 14:00,21.755417,72.139056,SO2,17,38,22,21,Good
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",05-02-2026 14:00,23.163798,72.677768,NH3,5,8,6,3,Good
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",05-02-2026 14:00,23.243639,72.68994,PM2.5,9,93,60,84,Moderate
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",05-02-2026 14:00,23.243639,72.68994,NO2,13,40,17,27,Good
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",05-02-2026 14:00,28.674045,77.131023,NO2,30,60,46,30,Good
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",05-02-2026 14:00,28.674045,77.131023,CO,36,64,46,28,Good
India,Delhi,Delhi,"Pusa, Delhi - DPCC",05-02-2026 14:00,28.639652,77.146275,PM2.5,187,401,318,214,Severe
